,,update_count,driving_time,routes,source_stop_id,destination_stop_id,avg_delay,delay_std
283,20659,3,0.5,"('11', '36', '10')",283,20659,6.354330708661418,6.703792282969651
20659,20660,3,1.5,"('11', '36', '10')",20659,20660,6.491050583657588,6.7480464234167465
20660,20661,3,1.0,"('11', '36', '10')",20660,20661,6.498818897637795,6.764008928239343
20661,20662,3,1.5,"('11', '36', '10')",20661,20662,6.243775100401606,6.762167304858234
20662,20658,3,1.5,"('11', '36', '10')",20662,20658,7.239285714285714,7.064737942551484
20658,20733,2,1.0,"('11', '36')",20658,20733,7.1482758620689655,6.865074075502556
20733,20734,2,1.0,"('11', '36')",20733,20734,6.8910447761194025,6.819334234585154
20734,301,2,2.0,"('11', '36')",20734,301,8.798076923076923,9.77240995179132
301,20736,2,1.0,"('11', '36')",301,20736,5.030769230769231,7.194978068188214
20736,20737,2,1.0,"('11', '36')",20736,20737,4.932967032967033,7.250533389498626
20737,20739,2,1.0,"('11', '36')",20737,20739,4.71978021978022,7.215249588047986
20739,20740,2,1.0,"('11', '36')",20739,20740,4.660227272727273,6.958209238721005
20740,302,2,1.0,"('11', '36')",20740,302,9.353571428571428,12.115710362188329
302,317,1,0.0,"('11',)",302,317,4.6450000000000005,7.1976474076692725
317,20741,1,1.0,"('11',)",317,20741,4.925,7.2094933852383045
20741,20742,1,1.0,"('11',)",20741,20742,4.230952380952381,7.0181467950379535
20742,20743,1,0.0,"('11',)",20742,20743,4.659523809523809,7.120018481882339
20743,20744,1,1.0,"('11',)",20743,20744,4.319047619047619,7.025501912292697
20744,20745,1,1.0,"('11',)",20744,20745,4.685714285714286,7.183808740072168
20745,20746,1,1.0,"('11',)",20745,20746,4.705,7.216361395805493
20746,20747,1,0.0,"('11',)",20746,20747,4.51,7.177557616162572
20747,20748,1,1.0,"('11',)",20747,20748,4.6725,7.264278159561843
20748,20749,1,2.0,"('11',)",20748,20749,4.720512820512821,7.36199985298544
20749,20750,3,0.5,"('11', '409', 'G')",20749,20750,4.955263157894737,7.414073446089633
20750,303,2,1.0,"('11', '409')",20750,303,,
303,20751,3,0.5,"('11', '409', '415')",303,20751,,
20751,20752,3,0.0,"('11', '409', '415')",20751,20752,,
20752,20753,3,1.0,"('11', '409', '415')",20752,20753,,
20753,20754,1,1.0,"('11',)",20753,20754,4.8149999999999995,6.883184638612476
20754,20755,1,1.0,"('11',)",20754,20755,4.595000000000001,6.843861183384414
20755,20756,1,0.0,"('11',)",20755,20756,5.0675,6.925145097063643
20756,20757,1,1.0,"('11',)",20756,20757,5.023684210526316,7.024606720184232
20757,20758,1,1.0,"('11',)",20757,20758,4.760526315789474,7.022494339088641
20758,20759,1,1.0,"('11',)",20758,20759,4.507894736842106,6.35522264814846
20759,20760,1,0.0,"('11',)",20759,20760,4.434210526315789,6.396209870793607
20760,304,1,2.0,"('11',)",20760,304,9.519607843137255,12.136523713285335
304,20761,1,0.0,"('11',)",304,20761,5.156410256410256,7.096618723092334
20761,20762,1,1.0,"('11',)",20761,20762,4.884615384615385,7.525659210906673
20762,20763,1,0.0,"('11',)",20762,20763,5.143589743589743,7.553103052520687
20763,20764,1,1.0,"('11',)",20763,20764,4.328947368421052,6.508410687167084
20764,20765,1,0.0,"('11',)",20764,20765,4.660526315789474,6.62528079868702
20765,20766,1,1.0,"('11',)",20765,20766,4.389473684210526,6.593477099076443
20766,20767,1,0.0,"('11',)",20766,20767,4.78974358974359,6.610111666856551
20767,25241,1,1.0,"('11',)",20767,25241,4.68108108108108,6.729199962263876
25241,305,1,2.0,"('11',)",25241,305,4.38421052631579,6.641618425190666
20774,20775,1,0.0,"('13',)",20774,20775,2.501785714285714,5.54346432776894
20775,20776,1,1.0,"('13',)",20775,20776,2.126785714285714,5.567453835263675
20776,20777,1,0.0,"('13',)",20776,20777,2.332142857142857,5.583159976632886
20777,20778,1,0.0,"('13',)",20777,20778,2.475,5.599910713573923
20778,20779,1,1.0,"('13',)",20778,20779,2.6120689655172415,5.556506462277873
20779,20781,1,2.0,"('13',)",20779,20781,1.9946428571428572,5.6203985508262555
20781,20782,1,0.0,"('13',)",20781,20782,2.380357142857143,5.660755479386351
20782,20843,1,1.0,"('13',)",20782,20843,2.4017857142857144,5.680028523341588
20843,319,1,1.0,"('13',)",20843,319,8.077464788732394,12.078779469834085
319,20785,1,0.0,"('13',)",319,20785,2.944642857142857,5.73565941815228
20785,20784,1,0.0,"('13',)",20785,20784,2.669642857142857,5.785182314809484
20784,20786,1,1.0,"('13',)",20784,20786,2.4660714285714285,5.746565038373771
20786,20787,1,1.0,"('13',)",20786,20787,2.9857142857142853,5.719136253012292
20787,20788,1,0.0,"('13',)",20787,20788,2.725925925925926,5.634770263190665
20788,320,1,1.0,"('13',)",20788,320,8.823287671232878,12.697052594860413
320,20791,1,0.0,"('13',)",320,20791,2.8981818181818184,5.597204689548198
20791,20792,1,1.0,"('13',)",20791,20792,2.821818181818182,5.60104788175725
20792,20793,1,0.0,"('13',)",20792,20793,2.9654545454545453,5.663175989633581
20793,20794,1,1.0,"('13',)",20793,20794,3.2945454545454544,5.624596057325433
20794,20795,1,0.0,"('13',)",20794,20795,3.2690909090909095,5.667283388899924
20795,20796,1,1.0,"('13',)",20795,20796,2.8754385964912283,5.563538208144499
20796,20797,1,0.0,"('13',)",20796,20797,3.3157894736842106,5.6018743506617055
20797,321,1,2.0,"('13',)",20797,321,9.954666666666666,13.056770981696376
321,20789,1,0.0,"('13',)",321,20789,3.2490909090909095,5.559438844826003
20789,20790,1,0.0,"('13',)",20789,20790,3.1945454545454544,5.673734748229423
20790,20799,1,1.0,"('13',)",20790,20799,3.92,5.7643347886426195
20799,20800,1,0.0,"('13',)",20799,20800,3.549090909090909,5.753577718746533
20800,20801,1,1.0,"('13',)",20800,20801,4.161818181818182,5.820891204169205
20801,20802,1,0.0,"('13',)",20801,20802,3.7800000000000002,5.8176105569720455
20802,20804,1,2.0,"('13',)",20802,20804,10.254054054054054,12.525679804800241
20804,20731,2,2.0,"('13', '34')",20804,20731,5.815094339622641,5.080255756221451
20731,20732,2,2.0,"('13', '34')",20731,20732,5.429411764705882,5.048536188546025
20732,20642,2,2.0,"('13', '34')",20732,20642,5.7075471698113205,5.613200412235834
20642,20643,2,2.0,"('13', '34')",20642,20643,5.318518518518518,5.623202407078315
20643,20645,2,2.0,"('13', '34')",20643,20645,4.540384615384616,5.6136479214878925
20645,20646,2,2.0,"('13', '34')",20645,20646,3.990740740740741,5.485324108293498
20646,31140,2,2.0,"('13', '34')",20646,31140,4.012727272727273,5.3681866220752426
31140,283,2,2.0,"('13', '34')",31140,283,4.415384615384616,5.782949400672556
599,20859,1,0.0,"('34',)",599,20859,1.7547169811320755,4.140771297426448
20859,20860,1,1.0,"('34',)",20859,20860,1.4735849056603776,4.158270301616556
20860,20861,1,1.0,"('34',)",20860,20861,1.4056603773584906,4.159808385672979
20861,20862,1,1.0,"('34',)",20861,20862,1.9888888888888887,4.130085963136008
20862,20863,1,0.0,"('34',)",20862,20863,2.4296296296296296,4.076468580358824
20863,20864,1,1.0,"('34',)",20863,20864,2.169811320754717,4.148242672675724
20864,20865,1,1.0,"('34',)",20864,20865,2.0862745098039217,4.2271512680689876
20865,20866,1,0.0,"('34',)",20865,20866,2.3705882352941177,4.216837398698084
20866,20867,1,1.0,"('34',)",20866,20867,2.3000000000000003,4.1741420122537205
20867,20868,1,1.0,"('34',)",20867,20868,2.281132075471698,4.190651528368901
20868,20869,1,0.0,"('34',)",20868,20869,2.832075471698113,4.241723778085874
20869,600,1,1.0,"('34',)",20869,600,2.6113207547169814,4.263966209697911
600,20870,1,1.0,"('34',)",600,20870,3.0867924528301884,4.279469671306744
20870,20871,1,0.0,"('34',)",20870,20871,3.311320754716981,4.258279734703209
20871,20872,1,1.0,"('34',)",20871,20872,3.1296296296296298,4.260243133713239
20872,20873,1,1.0,"('34',)",20872,20873,3.2685185185185186,4.287886583004172
20873,20874,1,0.0,"('34',)",20873,20874,3.451923076923077,4.298494510033757
20874,20875,1,1.0,"('34',)",20874,20875,3.096296296296296,4.267647620462455
20875,20876,1,1.0,"('34',)",20875,20876,3.0173076923076922,3.3828704109372216
20876,20804,1,1.0,"('34',)",20876,20804,3.4211538461538464,3.4699458400283447
302,20897,1,0.0,"('36',)",302,20897,3.977551020408163,5.46329667364108
20897,30595,1,1.0,"('36',)",20897,30595,4.422916666666667,5.6959201368763726
30595,20899,1,1.0,"('36',)",30595,20899,3.80625,5.682013662014476
20899,20900,1,0.0,"('36',)",20899,20900,3.84375,5.572688195422767
20900,20901,1,1.0,"('36',)",20900,20901,3.672916666666667,5.627354905010911
20901,20902,1,1.0,"('36',)",20901,20902,3.8395833333333336,5.460720067214787
20902,20903,1,1.0,"('36',)",20902,20903,3.6208333333333336,5.51504550755065
20903,20904,1,0.0,"('36',)",20903,20904,4.257142857142857,5.832523753344972
20904,20905,1,1.0,"('36',)",20904,20905,4.2042553191489365,6.016967221291027
20905,20906,1,0.0,"('36',)",20905,20906,4.523404255319149,5.828685166296735
20906,20907,1,1.0,"('36',)",20906,20907,3.923404255319149,5.696002135974406
20907,20908,1,1.0,"('36',)",20907,20908,9.045762711864407,11.74586239745575
20908,20909,1,0.0,"('36',)",20908,20909,4.091489361702127,5.818293107957156
20909,20910,1,1.0,"('36',)",20909,20910,3.7913043478260873,5.541713577223265
20910,20911,1,0.0,"('36',)",20910,20911,4.568085106382979,6.215552246721918
20911,20912,1,1.0,"('36',)",20911,20912,4.568085106382979,6.246846382914332
20912,20913,1,0.0,"('36',)",20912,20913,4.763829787234043,6.422393754326744
20913,20914,1,1.0,"('36',)",20913,20914,4.655555555555556,6.49746648372046
20914,20915,1,1.0,"('36',)",20914,20915,4.495555555555556,6.4695776016239535
20915,20916,1,0.0,"('36',)",20915,20916,4.512765957446808,6.502327911611368
20916,20917,1,1.0,"('36',)",20916,20917,4.5765957446808505,6.524109559964199
20917,20918,1,1.0,"('36',)",20917,20918,4.308510638297872,6.455123673999089
20918,610,1,1.0,"('36',)",20918,610,8.464912280701755,11.265298981957036
610,611,1,1.0,"('36',)",610,611,3.2341463414634144,5.707915983793804
32648,32643,1,2.0,"('36B',)",32648,32643,2.506896551724138,5.011196822722004
32643,32125,1,0.0,"('36B',)",32643,32125,2.872413793103448,5.054622817051744
32125,32644,1,1.0,"('36B',)",32125,32644,1.9259259259259258,3.23319234867534
32644,31775,1,1.0,"('36B',)",32644,31775,2.0555555555555554,3.3498947553311096
31775,20931,1,0.0,"('36B',)",31775,20931,3.1888888888888887,3.7025285885078523
20931,20932,1,1.0,"('36B',)",20931,20932,2.5444444444444447,3.49112427707017
20932,32649,1,2.0,"('36B',)",20932,32649,1.4037037037037037,3.0628646070532732
1874,19379,2,0.0,"('204', '206')",1874,19379,5.41875,4.94654340592162
19379,19380,3,1.0,"('204', '206', '92')",19379,19380,4.2,0.519615242270663
19380,29765,2,1.0,"('204', '206')",19380,29765,5.06875,5.181083380915617
29765,29183,1,1.0,"('204',)",29765,29183,5.55,5.6434538563340295
29183,29184,1,0.0,"('204',)",29183,29184,5.5625,5.156116340258985
29184,30621,1,3.0,"('204',)",29184,30621,4.8375,5.203003940033104
30621,30421,1,1.0,"('204',)",30621,30421,4.525,5.033530428181455
30421,29187,1,0.0,"('204',)",30421,29187,6.85,4.797320680784818
29187,29197,1,1.0,"('204',)",29187,29197,7.2749999999999995,4.935802149310977
29197,29202,1,1.0,"('204',)",29197,29202,7.0375000000000005,4.963851471244021
29202,2289,1,1.0,"('204',)",29202,2289,7.325,4.488636445832648
2289,2290,1,2.0,"('204',)",2289,2290,6.3125,4.418609186481324
2290,29206,1,0.0,"('204',)",2290,29206,7.5375,4.384693343243711
29206,29207,1,1.0,"('204',)",29206,29207,7.1,4.121589499210224
29207,29208,1,0.0,"('204',)",29207,29208,7.2333333333333325,4.142161271606889
29208,29209,1,1.0,"('204',)",29208,29209,6.7444444444444445,4.1485271817571325
29209,29211,1,0.0,"('204',)",29209,29211,7.922222222222222,4.182038312168415
29211,26857,1,2.0,"('204',)",29211,26857,7.166666666666667,4.237629054082011
26857,29487,1,0.0,"('204',)",26857,29487,7.555555555555555,4.143401715713524
29487,31799,1,1.0,"('204',)",29487,31799,7.6000000000000005,4.202380277890138
31799,26859,1,0.0,"('204',)",31799,26859,7.888888888888889,4.174459379501867
26859,26860,1,1.0,"('204',)",26859,26860,7.933333333333334,4.430293444005713
26860,26861,1,0.0,"('204',)",26860,26861,5.0,4.0730823708832595
26861,26862,1,0.0,"('204',)",26861,26862,5.2,3.988734135035826
26862,29488,1,1.0,"('204',)",26862,29488,8.244444444444445,4.139175978111801
29488,31800,1,1.0,"('204',)",29488,31800,7.9375,3.7477374126645686
31800,30417,1,1.0,"('204',)",31800,30417,7.9375,3.802607188307968
30417,30418,1,0.0,"('204',)",30417,30418,9.125,3.6977792563336482
30418,30419,1,1.0,"('204',)",30418,30419,9.0,3.7538551612214044
30419,2295,1,1.0,"('204',)",30419,2295,10.3,3.570514168655745
2295,30655,1,3.0,"('204',)",2295,30655,9.033333333333333,4.0991055935004495
30655,29216,1,2.0,"('204',)",30655,29216,9.216666666666667,4.641300105214773
29216,29217,1,1.0,"('204',)",29216,29217,8.966666666666667,4.60767475704033
29217,30656,1,0.0,"('204',)",29217,30656,9.533333333333333,4.578937285731992
30656,30657,1,1.0,"('204',)",30656,30657,9.416666666666666,4.725004409169019
30657,2298,1,0.0,"('204',)",30657,2298,11.0,4.811652522782584
2298,29221,1,1.0,"('204',)",2298,29221,10.6,4.760672221441001
29221,30658,1,0.0,"('204',)",29221,30658,10.9,4.624716207509386
30658,2299,1,1.0,"('204',)",30658,2299,10.200000000000001,4.762352359916263
2299,30659,1,0.0,"('204',)",2299,30659,11.65,5.034183151217285
30659,2300,1,2.0,"('204',)",30659,2300,10.783333333333333,5.042783622828433
2300,30660,1,0.0,"('204',)",2300,30660,11.299999999999999,5.093917942016734
30660,30661,1,0.0,"('204',)",30660,30661,11.9,5.104899607240088
30661,29226,1,1.0,"('204',)",30661,29226,12.166666666666666,5.025800102139625
29226,29227,1,1.0,"('204',)",29226,29227,11.616666666666667,4.990958491779576
29227,29229,1,1.0,"('204',)",29227,29229,11.133333333333333,4.911483143274205
29229,2302,1,1.0,"('204',)",29229,2302,11.383333333333333,4.827179991119729
809,27684,2,0.0,"('310', '311')",809,27684,2.226086956521739,1.8176451777216753
27684,2321,2,2.0,"('310', '311')",27684,2321,0.96,1.5232928321998955
2321,16404,2,1.0,"('310', '311')",2321,16404,1.0550000000000002,1.5195134262755228
16404,29047,3,1.0,"('310', '311', '80')",16404,29047,0.15,0.23804761428476168
29047,16405,2,0.0,"('310', '80')",29047,16405,0.25,0.30000000000000004
16405,31493,2,1.0,"('310', '80')",16405,31493,0.0,0.0
31493,21263,2,0.0,"('310', '80')",31493,21263,0.07500000000000001,0.09574271077563382
21263,16406,1,1.0,"('310',)",21263,16406,0.72,1.33815793786334
16406,29048,2,1.0,"('310', '80')",16406,29048,0.625,0.75
29048,19544,2,1.0,"('310', '80')",29048,19544,6.220000000000001,13.297443363293562
19544,16419,2,0.0,"('310', '80')",19544,16419,0.725,0.9142392101268318
16419,32625,1,0.0,"('310',)",16419,32625,1.2090909090909092,1.2324402991257186
32625,29053,1,2.0,"('310',)",32625,29053,1.1363636363636365,1.700160420238471
29053,29054,1,1.0,"('310',)",29053,29054,2.0090909090909093,2.45335709568767
29054,1085,2,1.0,"('310', '311')",29054,1085,1.7863636363636366,2.3344817829242523
1085,27679,2,2.0,"('310', '311')",1085,27679,1.5590909090909089,2.260143082472159
27679,31567,2,1.0,"('310', '95')",27679,31567,0.9166666666666666,1.4288690166235205
31567,809,2,2.0,"('310', '95')",31567,809,1.05,1.626960356001338
29047,32406,1,1.0,"('311',)",29047,32406,1.1,1.224744871391589
32406,32407,1,1.0,"('311',)",32406,32407,0.75,0.9419247433963196
32407,32408,1,1.0,"('311',)",32407,32408,0.7,0.9067647005823629
32408,32409,1,0.0,"('311',)",32408,32409,0.85,1.0309111396128077
32409,32410,1,1.0,"('311',)",32409,32410,0.7,0.9545214042184236
32410,32391,1,1.0,"('311',)",32410,32391,1.46,1.924231448310381
32391,32411,1,0.0,"('311',)",32391,32411,1.8699999999999999,2.2375830214268646
32411,32412,1,0.0,"('311',)",32411,32412,2.13,2.2881579199580315
32412,32413,1,1.0,"('311',)",32412,32413,1.72,2.0389539801901693
32413,16417,1,1.0,"('311',)",32413,16417,1.55,1.9455076458343716
16417,1079,2,1.0,"('311', '80')",16417,1079,0.025,0.05
1079,29049,2,0.0,"('311', '80')",1079,29049,0.2,0.4
29049,16420,2,1.0,"('311', '80')",29049,16420,0.0,0.0
16420,16421,2,0.0,"('311', '80')",16420,16421,0.15,0.3
16421,32396,2,1.0,"('311', '80')",16421,32396,0.0,0.0
32396,32414,2,1.0,"('311', '80')",32396,32414,0.35,0.7
32414,32415,2,0.0,"('311', '80')",32414,32415,0.4,0.8
32415,16425,2,0.0,"('311', '80')",32415,16425,0.45,0.9000000000000001
16425,29052,2,1.0,"('311', '80')",16425,29052,0.25,0.5
29052,16426,2,1.0,"('311', '80')",29052,16426,0.075,0.15
16426,29054,1,2.0,"('311',)",16426,29054,2.0090909090909093,2.45335709568767
27679,809,1,2.0,"('311',)",27679,809,0.85,1.2020815280171306
28325,21486,1,5.0,"('LUCYGO',)",28325,21486,9.975000000000001,13.675796209390676
21486,21448,1,0.0,"('LUCYGO',)",21486,21448,2.082857142857143,5.405851171717207
21448,21449,1,2.0,"('LUCYGO',)",21448,21449,2.327027027027027,5.255507621568097
21449,21450,1,2.0,"('LUCYGO',)",21449,21450,9.586274509803921,13.462644905186252
21450,31393,1,1.0,"('LUCYGO',)",21450,31393,3.162857142857143,5.418057266014741
31393,21439,1,1.0,"('LUCYGO',)",31393,21439,3.9942857142857147,5.241853222867275
21439,21230,1,3.0,"('LUCYGO',)",21439,21230,3.3405405405405406,5.198742340405218
21230,21451,1,1.0,"('LUCYGO',)",21230,21451,3.5783783783783787,5.223458578329067
21451,28343,1,2.0,"('LUCYGO',)",21451,28343,2.933333333333333,5.265032899096779
28343,32261,1,3.0,"('LUCYGO',)",28343,32261,3.5236842105263158,5.464105683879918
32261,28346,1,1.0,"('LUCYGO',)",32261,28346,3.0210526315789474,5.3736674222287535
28346,18995,1,1.0,"('LUCYGO',)",28346,18995,2.844736842105263,5.22652783137328
18995,28325,1,4.0,"('LUCYGO',)",18995,28325,2.0,2.4041630560342617
28325,19026,1,4.0,"('LUCYGR',)",28325,19026,10.042857142857143,13.36145447204254
19026,28327,1,1.0,"('LUCYGR',)",19026,28327,1.7449999999999999,4.130690652077192
28327,30829,1,0.0,"('LUCYGR',)",28327,30829,2.4,4.353824694872798
30829,32262,1,1.0,"('LUCYGR',)",30829,32262,2.1550000000000002,4.302077221651493
32262,28329,1,2.0,"('LUCYGR',)",32262,28329,6.883333333333333,11.239900458582389
28329,21425,1,2.0,"('LUCYGR',)",28329,21425,2.025,1.4315439852893734
21425,21426,3,1.0,"('LUCYGR', '30', '40')",21425,21426,3.0166666666666666,3.89845976069359
21426,672,1,2.0,"('LUCYGR',)",21426,672,1.8461538461538463,1.4186938738474582
672,22129,1,2.0,"('LUCYGR',)",672,22129,9.91578947368421,12.85920609083429
22129,21435,2,1.0,"('LUCYGR', '42')",22129,21435,5.85,3.8201346273958166
21435,31743,3,1.0,"('LUCYGR', '30', '42')",21435,31743,5.730555555555556,3.735453267156626
31743,21437,3,2.0,"('LUCYGR', '30', '42')",31743,21437,6.487179487179487,4.070379491371619
21437,31744,1,3.0,"('LUCYGR',)",21437,31744,3.8,3.8375339303603124
31744,21438,1,2.0,"('LUCYGR',)",31744,21438,3.2076923076923074,3.2543462063476327
21438,21441,4,0.6666666666666667,"('LUCYGR', '30', '42', '49')",21438,21441,9.41304347826087,7.330900003523448
21441,21443,1,2.0,"('LUCYGR',)",21441,21443,3.4214285714285713,3.5520695097643853
21443,21445,1,2.0,"('LUCYGR',)",21443,21445,3.5642857142857145,3.6768730742841265
21445,28325,1,4.0,"('LUCYGR',)",21445,28325,3.55,2.899137802864845
20658,287,1,2.0,"('10',)",20658,287,6.591071428571429,9.906440086873044
287,20664,1,0.0,"('10',)",287,20664,3.8882352941176475,6.622436018832452
20664,20665,1,1.0,"('10',)",20664,20665,4.555102040816326,6.965242913462347
20665,31488,1,1.0,"('10',)",20665,31488,5.01875,7.124684576818044
31488,20663,1,0.0,"('10',)",31488,20663,4.889583333333333,7.1290606818622155
20663,20668,1,2.0,"('10',)",20663,20668,5.006382978723404,7.196629774485298
20668,20669,1,1.0,"('10',)",20668,20669,6.5520000000000005,9.210469641685386
20669,20670,1,0.0,"('10',)",20669,20670,5.208510638297873,6.517295711087072
20670,20671,2,1.0,"('10', '43')",20670,20671,5.51304347826087,6.0041882615256075
20671,20672,2,0.0,"('10', '43')",20671,20672,5.3826086956521735,6.019713990028025
20672,20673,2,1.0,"('10', '43')",20672,20673,5.791304347826086,6.0825318475030885
20673,20674,2,0.0,"('10', '43')",20673,20674,5.291304347826087,6.0694400702864195
20674,20675,1,0.0,"('10',)",20674,20675,4.529545454545455,5.44437322274874
20675,20677,1,2.0,"('10',)",20675,20677,4.325581395348837,5.269819416046518
20677,290,1,1.0,"('10',)",20677,290,7.978431372549019,10.675829030581003
290,20678,1,1.0,"('10',)",290,20678,4.374418604651162,5.288716336434076
20678,20679,1,1.0,"('10',)",20678,20679,4.557777777777778,5.998048504187496
20679,20681,1,2.0,"('10',)",20679,20681,4.363636363636363,6.055790652163678
20681,20683,1,1.0,"('10',)",20681,20683,5.659090909090909,6.35973226662658
20683,20684,1,1.0,"('10',)",20683,20684,5.9340909090909095,6.311633525402532
20684,20685,1,1.0,"('10',)",20684,20685,5.625,6.2266167229044616
20685,20686,1,1.0,"('10',)",20685,20686,4.781818181818182,5.316244203503978
20686,20687,1,0.0,"('10',)",20686,20687,5.263636363636364,5.459878647134718
20687,20688,1,1.0,"('10',)",20687,20688,4.857142857142857,5.533760810768875
20688,20689,1,1.0,"('10',)",20688,20689,5.640909090909091,7.003796916484466
20689,20690,1,0.0,"('10',)",20689,20690,5.102380952380953,5.639688976687871
20690,20691,1,1.0,"('10',)",20690,20691,4.847619047619047,5.569395382310936
20691,20692,1,1.0,"('10',)",20691,20692,5.367441860465116,5.654316552958733
20692,20693,1,1.0,"('10',)",20692,20693,4.9906976744186045,5.5706635474424395
20693,20695,1,1.0,"('10',)",20693,20695,4.83953488372093,5.489649981681272
20695,31294,1,3.0,"('10',)",20695,31294,5.0512195121951216,5.533946238951889
21044,31443,1,0.0,"('15',)",21044,31443,1.4125,2.4576083312190775
31443,21047,1,0.0,"('15',)",31443,21047,1.7468750000000002,2.5560786972336382
21047,21048,1,1.0,"('15',)",21047,21048,1.353125,2.459475996512134
21048,349,1,1.0,"('15',)",21048,349,10.508510638297873,13.640856625326375
349,21050,1,1.0,"('15',)",349,21050,1.896875,2.8277980006107337
21050,21051,1,0.0,"('15',)",21050,21051,2.178125,2.7219222779309433
21051,21053,1,1.0,"('15',)",21051,21053,2.453125,2.7810399975084743
21053,21055,1,1.0,"('15',)",21053,21055,2.703030303030303,2.8044033287498125
21055,21056,1,1.0,"('15',)",21055,21056,2.9242424242424243,2.9606830190673805
21056,21058,1,2.0,"('15',)",21056,21058,2.2323529411764707,3.0598792398666395
21058,30605,1,1.0,"('15',)",21058,30605,3.2235294117647055,3.2644140801968615
30605,21060,1,1.0,"('15',)",30605,21060,3.485294117647059,3.356778068592342
21060,21061,1,1.0,"('15',)",21060,21061,3.772727272727273,3.5687246257655483
21061,21062,1,1.0,"('15',)",21061,21062,3.5757575757575757,3.568966088294191
21062,350,1,1.0,"('15',)",21062,350,10.354347826086956,12.204893490759064
350,21063,1,0.0,"('15',)",350,21063,4.657575757575757,3.928504033266854
21063,30292,1,2.0,"('15',)",21063,30292,4.702941176470588,4.174270779655949
30292,21067,1,3.0,"('15',)",30292,21067,4.477142857142857,4.321838233238921
21067,21068,1,1.0,"('15',)",21067,21068,4.359999999999999,4.356685194313784
21068,21069,1,0.0,"('15',)",21068,21069,4.791428571428571,4.4075717890500945
21069,21070,1,1.0,"('15',)",21069,21070,4.819999999999999,4.5216342698838705
21070,21071,1,0.0,"('15',)",21070,21071,4.96,4.4943232167335925
21071,21072,1,1.0,"('15',)",21071,21072,5.288571428571428,4.548934679976079
21072,21073,1,0.0,"('15',)",21072,21073,5.385714285714286,4.572561571781303
21073,21075,1,1.0,"('15',)",21073,21075,5.342424242424243,4.616819136526136
21075,21078,1,1.0,"('15',)",21075,21078,4.7272727272727275,4.534608081691895
21078,21079,1,1.0,"('15',)",21078,21079,4.368571428571428,4.4517525583006226
21079,21080,1,0.0,"('15',)",21079,21080,4.551428571428572,4.51737634868186
21080,21081,1,0.0,"('15',)",21080,21081,5.08,4.581728417760884
21081,21082,1,1.0,"('15',)",21081,21082,5.0285714285714285,4.62083334911963
21082,21083,1,0.0,"('15',)",21082,21083,5.2057142857142855,4.636551891802587
21083,352,1,2.0,"('15',)",21083,352,13.275,12.333019242519802
352,21086,1,1.0,"('15',)",352,21086,5.7555555555555555,5.0036240834273285
21086,21087,1,0.0,"('15',)",21086,21087,5.5771428571428565,5.017327957382572
21087,21090,1,1.0,"('15',)",21087,21090,5.337142857142857,5.132657018272981
21090,21091,1,1.0,"('15',)",21090,21091,6.0,5.131907110250077
21091,21093,1,1.0,"('15',)",21091,21093,5.742424242424242,5.212966424157549
21093,21095,1,1.0,"('15',)",21093,21095,6.126470588235295,5.223217911172536
21095,21096,1,0.0,"('15',)",21095,21096,6.144117647058824,5.333154798705159
21096,20978,1,2.0,"('15',)",21096,20978,11.226086956521739,11.529236936928045
20978,31540,1,1.0,"('15',)",20978,31540,4.9526315789473685,4.54830474170232
31540,24038,1,1.0,"('15',)",31540,24038,4.521052631578947,4.4890705481162705
24038,24039,2,0.0,"('15', '25')",24038,24039,6.294444444444444,4.471934996662975
24039,31347,1,1.0,"('15',)",24039,31347,4.247368421052632,4.206260997483081
31347,31289,1,0.0,"('15',)",31347,31289,4.310526315789474,4.186339522362135
31289,23992,1,0.0,"('15',)",31289,23992,4.968421052631579,4.3498470766962924
23992,21098,1,1.0,"('15',)",23992,21098,6.111428571428571,5.200043632654692
21098,21100,1,1.0,"('15',)",21098,21100,5.394285714285715,5.312966539079477
21100,21101,1,0.0,"('15',)",21100,21101,5.611428571428571,5.392629579482778
21101,21103,1,1.0,"('15',)",21101,21103,5.58235294117647,5.513810242183645
21103,21105,1,1.0,"('15',)",21103,21105,4.511764705882353,5.052198123822238
21105,649,1,1.0,"('15',)",21105,649,4.483333333333333,5.179768334587948
649,21107,1,1.0,"('15',)",649,21107,4.033333333333333,4.85610072853872
21107,21108,1,0.0,"('15',)",21107,21108,3.721621621621621,4.723354218675017
21108,21109,1,1.0,"('15',)",21108,21109,3.2864864864864862,4.533894705570609
21109,21110,1,1.0,"('15',)",21109,21110,3.1486486486486487,4.662237280153859
21110,21111,1,0.0,"('15',)",21110,21111,3.4,4.569950157763697
21111,21113,1,1.0,"('15',)",21111,21113,3.208108108108108,4.590229864637523
21113,21114,1,1.0,"('15',)",21113,21114,2.8,4.353719305935075
21114,341,1,1.0,"('15',)",21114,341,2.535897435897436,4.1491588988795245
20965,82,1,3.0,"('BSL',)",20965,82,,
82,140,1,5.0,"('BSL',)",82,140,,
140,20966,1,4.0,"('BSL',)",140,20966,,
20966,1279,1,2.0,"('BSL',)",20966,1279,,
1279,1280,1,2.0,"('BSL',)",1279,1280,,
1280,1281,1,2.0,"('BSL',)",1280,1281,,
1281,1282,1,1.0,"('BSL',)",1281,1282,,
32158,32159,1,2.0,"('MFL',)",32158,32159,,
